keys,en,ja,fr,de,es,it,ko,zh_HK,zh
975,Cetitan,ハルクジラ,Balbalèze,Kolowal,Cetitan,Cetitan,우락고래,浩大鯨,浩大鲸
976,Veluza,ミミガルーサ,Délestin,Agiluza,Veluza,Veluza,가비루사,輕身鱈,轻身鳕
977,Dondozo,ヘイラッシャ,Oyacata,Heerashai,Dondozo,Dondozo,어써러셔,吃吼霸,吃吼霸
978,Tatsugiri,シャリタツ,Nigirigon,Nigiragi,Tatsugiri,Tatsugiri,싸리용,米立龍,米立龙
979,Annihilape,コノヨザル,Courrousinge,Epitaff,Annihilape,Annihilape,저승갓숭,棄世猴,弃世猴
980,Clodsire,ドオー,Terraiste,Suelord,Clodsire,Clodsire,토오,土王,土王
981,Farigiraf,リキキリン,Farigiraf,Farigiraf,Farigiraf,Farigiraf,키키링,奇麒麟,奇麒麟
982,Dudunsparce,ノココッチ,Deusolourdo,Dummimisel,Dudunsparce,Dudunsparce,노고고치,土龍節節,土龙节节
983,Kingambit,ドドゲザン,Courrousinge,Gladimperio,Kingambit,Kingambit,대도각참,僕刀將軍,仆刀将军
984,Great Tusk,イダイナキバ,Fort-Ivoire,Riesenzahn,Colmilargo,Grandizanne,위대한엄니,雄偉牙,雄伟牙
985,Scream Tail,サケブシッポ,Hurle-Queue,Brüllschweif,Colagrito,Crinealato,우렁찬꼬리,吼叫尾,吼叫尾
986,Brute Bonnet,アラブルタケ,Fongus-Furie,Wutpilz,Furioseta,Fungofurioso,사나운버섯,猛惡菇,猛恶菇
987,Flutter Mane,ハバタクカミ,Flotte-Mèche,Flatterhaar,Melenaleto,Codaurlante,날개치는머리,振翼發,振翼发
988,Slither Wing,チヲハウハネ,Rampe-Ailes,Kriechflügel,Reptalada,Alirasenti,땅을기는날개,爬地翅,爬地翅
989,Sandy Shocks,スナノケガワ,Pelage-Sablé,Sandfell,Sandy Shocks,Peldisabbia,모래털가죽,沙鐵皮,沙铁皮
990,Iron Treads,テツノワダチ,Roue-de-Fer,Eisenrad,Ferrodada,Solcoferreo,무쇠바퀴,鐵轍跡,铁辙迹
991,Iron Bundle,テツノツツミ,Hotte-de-Fer,Eisenbündel,Ferrosaco,Saccoferreo,무쇠보따리,鐵包袱,铁包袱
992,Iron Hands,テツノカイナ,Paume-de-Fer,Eisenhand,Ferropalmas,Manoferrea,무쇠손,鐵臂膀,铁臂膀
993,Iron Jugulis,テツノコウベ,Têtes-de-Fer,Eisenhals,Ferrocuello,Colloferreo,무쇠머리,鐵脖頸,铁脖颈
994,Iron Moth,テツノドクガ,Mite-de-Fer,Eisenfalter,Ferropolilla,Falenaferrea,무쇠독나방,鐵毒蛾,铁毒蛾
995,Iron Thorns,テツノイバラ,Épine-de-Fer,Eisendorn,Ferropúas,Spineferree,무쇠가시,鐵荊棘,铁荆棘
996,Frigibax,セビエ,Frigodo,Frospino,Frigibax,Frigibax,드니차,涼脊龍,凉脊龙
997,Arctibax,セゴール,Cryodo,Cryospino,Arctibax,Arctibax,드니꽁,凍脊龍,冻脊龙
998,Baxcalibur,セグレイブ,Glaivodo,Espinodon,Baxcalibur,Baxcalibur,드닐레이브,戟脊龍,戟脊龙
999,Gimmighoul,コレクレー,Mordudor,Gierspenst,Gimmighoul,Gimmighoul,모으령,索財靈,索财灵
1000,Gholdengo,サーフゴー,Gromago,Monetigo,Gholdengo,Gholdengo,타부자고,褰富豪,褰富豪
1001,Wo-Chien,チオンジェン,Chongjian,Chongjian,Wo-Chien,Wo-Chien,총지엔,古簡蝸,古简蜗
1002,Chien-Pao,パオジアン,Baojian,Baojian,Chien-Pao,Chien-Pao,파오젠,古劍豹,古剑豹
1003,Ting-Lu,ディンルー,Dinglu,Dinglu,Ting-Lu,Ting-Lu,딩루,古鼎鹿,古鼎鹿
1004,Chi-Yu,イーユイ,Yuyu,Yuyu,Chi-Yu,Chi-Yu,위유이,古玉魚,古玉鱼
1005,Roaring Moon,トドロクツキ,Rugit-Lune,Donnersichel,Bramaluna,Lunaruggente,고동치는달,轟鳴月,轰鸣月
1006,Iron Valiant,テツノブジン,Garde-de-Fer,Eisenkrieger,Ferropaladin,Eroeferreo,무쇠무인,鐵武者,铁武者
1007,Koraidon,コライドン,Koraidon,Koraidon,Koraidon,Koraidon,코라이돈,故勒頓,故勒顿
1008,Miraidon,ミライドン,Miraidon,Miraidon,Miraidon,Miraidon,미라이돈,密勒頓,密勒顿
1009,Walking Wake,ウネルミナモ,Serpente-Eau,Windewoge,Ondulagua,Acquecrespe,굽이치는물결,波蕩水,波荡水
1010,Iron Leaves,テツノイサハ,Vert-de-Fer,Eisenblatt,Bramaluna,Lunaruggente,무쇠잎새,鐵斑葉,铁斑叶
1011,Dipplin,カミッチュ,Pomdramour,Sirapfel,Ferropaladin,Eroeferreo,과미르,裹蜜蟲,裹蜜虫
1012,Poltchageist,チャデス,Poltchageist,Mortcha,Poltchageist,Poltchageist,차데스,斯魔茶,斯魔茶
1013,Sinistcha,ヤバソチャ,Théffroyable,Fatalitcha,Sinistcha,Sinistcha,그우린차,來悲粗茶,来悲粗茶
1014,Okidogi,イイネイヌ,Félicanis,Boninu,Ondulagua,Acquecrespe,조타구,夠贊狗,够赞狗
1015,Munkidori,マシマシラ,Fortusimia,Benesaru,Bramaluna,Lunaruggente,이야후,願增猿,愿增猿
1016,Fezandipiti,キチキギス,Favianos,Beatori,Ferropaladin,Eroeferreo,기로치,吉雉雞,吉雉鸡
1017,Ogerpon,オーガポン,Ogerpon,Ogerpon,Ogerpon,Ogerpon,오거폰,厄詭椪,厄诡椪
1018,Archaludon,ブリジュラス,Pondraclugon,Briduradon,Archaludon,Archaludon,브리두라스,鋁鋼橋龍,铝钢桥龙
1019,Hydrapple,カミツオロチ,Pomdorochi,Hydrapfel,Hydrapple,Hydrapple,과미드라,蜜集大蛇,蜜集大蛇
1020,Gouging Fire,ウガツホムラ,Feu-Perçant,Keilflamme,Flamariete,Vampeaguzze,꿰뚫는화염,破空焰,破空焰
1021,Raging Bolt,タケルライコ,Ire-Foudre,Furienblitz,Electrofuria,Furiatonante,날뛰는우레,猛雷鼓,猛雷鼓
1022,Iron Boulder,テツノイワオ,Roc-de-Fer,Eisenfels,Ferromole,Massoferreo,무쇠암석,鐵磐岩,铁磐岩
1023,Iron Crown,テツノカシラ,Chef-de-Fer,Eisenhaupt,Ferrotesta,Capoferreo,무쇠감투,鐵頭殼,铁头壳
1024,Terapagos,テラパゴス,Terapagos,Terapagos,Terapagos,Terapagos,테라파고스,太樂巴戈斯,太乐巴戈斯
1025,Pecharunt,モモワロウ,Pêchaminus,Infamomo,Pecharunt,Pecharunt,복숭악동,桃歹郎,桃歹郎
